1056338697_4f7d7ce270.jpg#zhm#0 一个穿蓝色衬衫的金发女人似乎要搭车。
3150742439_b8a352e1e0.jpg#zhm#1 一个男人站在街道上，他的面前有一个手提箱，另一个男人弯腰看上面展示了什么。
3150742439_b8a352e1e0.jpg#zhm#2 一个戴着红色帽子的人往下看，而另一个人在看着他。
3150742439_b8a352e1e0.jpg#zhm#3 两个男人站在被涂鸦覆盖的街道。
3150742439_b8a352e1e0.jpg#zhm#4 两个人在街上，一个人在向下看。
3154641421_d1b9b8c24c.jpg#zhm#0 一个篮球运动员正准备投篮。
3154641421_d1b9b8c24c.jpg#zhm#1 一个篮球运动员正在投篮。
3154641421_d1b9b8c24c.jpg#zhm#2 一个穿着橙色鞋子的黑人在打篮球。
3154641421_d1b9b8c24c.jpg#zhm#3 32号篮球运动员起跳准备投篮，人群在背景。
3154641421_d1b9b8c24c.jpg#zhm#4 正在投篮的迈阿密球员。
3155390408_8e1a81efb2.jpg#zhm#0 一只狗用嘴接住一只球。
3155390408_8e1a81efb2.jpg#zhm#1 一只狗跳起来抓一只蓝棕相间的球。
3155390408_8e1a81efb2.jpg#zhm#2 一只狗用嘴去接一个球。
3155390408_8e1a81efb2.jpg#zhm#3 客厅里一只狗张开嘴就要咬住一个球。
3155390408_8e1a81efb2.jpg#zhm#4 一个有黑色斑点的狗正用嘴咬一个棒球。
3155451946_c0862c70cb.jpg#zhm#0 几个篮球运动员在一场比赛中抢球。
3155451946_c0862c70cb.jpg#zhm#1 穿着白色球衣的篮球运动员抓住了球。
3155451946_c0862c70cb.jpg#zhm#2 三个篮球运动员跳起来抢一个篮球。
3155451946_c0862c70cb.jpg#zhm#3 三个人正在打篮球。
3155451946_c0862c70cb.jpg#zhm#4 三个男人正在打篮球。
3155987659_b9ea318dd3.jpg#zhm#0 一只黑白相间的狗在院子里追飞盘。
3155987659_b9ea318dd3.jpg#zhm#1 一只黑色和白色的狗试图接住空中的飞盘。
3155987659_b9ea318dd3.jpg#zhm#2 院子里一只狗跳起来去接一个红色的飞盘。
3155987659_b9ea318dd3.jpg#zhm#3 狗跳向一个绿色草坪的上空借住飞盘。
3155987659_b9ea318dd3.jpg#zhm#4 草地上，黑白相间的狗正试图抓住一个红色的飞盘。
3157847991_463e006a28.jpg#zhm#0 这些人在灰色的建筑物外面抽烟。
3157847991_463e006a28.jpg#zhm#1 两个男人站在栏杆旁，摆姿势拍照。
3157847991_463e006a28.jpg#zhm#2 两个身穿黑色衣服的男人靠着白色的栏杆。
3157847991_463e006a28.jpg#zhm#3 两个在栏杆后面吸烟的男人。
3157847991_463e006a28.jpg#zhm#4 一栋建筑物前两个男人站在一个栏杆旁，吸着烟。
315880837_90db309bab.jpg#zhm#0 三只狗在白雪中玩耍。
315880837_90db309bab.jpg#zhm#1 三只狗站在雪中，其中一只咬着一个红色的飞盘。
315880837_90db309bab.jpg#zhm#2 三只狗在雪地里玩飞盘。
315880837_90db309bab.jpg#zhm#3 三只狗在雪地里玩着玩具。
315880837_90db309bab.jpg#zhm#4 在一块雪地上，三只狗在玩一个飞盘。
3159995270_17334ccb5b.jpg#zhm#0 一个戴着绿色和粉红色花帽子的女性滑雪者在滑雪。
3159995270_17334ccb5b.jpg#zhm#1 一个女人滑雪。
3159995270_17334ccb5b.jpg#zhm#2 一个滑雪的女人。
3159995270_17334ccb5b.jpg#zhm#3 穿着白色外套的女人滑雪下山。
3159995270_17334ccb5b.jpg#zhm#4 女孩滑下雪山。
3162045919_c2decbb69b.jpg#zhm#0 一个在白色冲浪板上的冲浪者在海中巨大波浪上。
3162045919_c2decbb69b.jpg#zhm#1 一个穿着潜水服的人正在一道波浪上冲浪。
3162045919_c2decbb69b.jpg#zhm#2 一个身穿潜水服的人在冲浪。
3162045919_c2decbb69b.jpg#zhm#3 一个穿着黑色潜水服的冲浪者冲着浪。
3162045919_c2decbb69b.jpg#zhm#4 这是一个男性冲浪者骑在海浪上。
3167365436_c379bda282.jpg#zhm#0 一个男人和一个戴头巾的女人把相机对向自己。
3167365436_c379bda282.jpg#zhm#1 一个男人和一个女人朝他们拿着的相机摆姿势。
3167365436_c379bda282.jpg#zhm#2 一个穿着棕色毛衣的男人和一个女人微笑着为他们的视频录像。
3167365436_c379bda282.jpg#zhm#3 一对微笑着的夫妇拿着一个摄像机。
3167365436_c379bda282.jpg#zhm#4 女人和一个拿着摄像机的男人站在一起冲着镜头微笑。
3168123064_d1983b8f92.jpg#zhm#0 一个身穿黑色潜水衣的人在海洋中冲浪，一个波浪落下来。
3168123064_d1983b8f92.jpg#zhm#1 一个人正在冲浪。
3168123064_d1983b8f92.jpg#zhm#2 一个穿着黑色衣服的冲浪运动员正在冲浪。
3168123064_d1983b8f92.jpg#zhm#3 一个冲浪者在海浪上滑行。
3168123064_d1983b8f92.jpg#zhm#4 一个穿着黑色潜水衣的女人在一个坏天气下冲浪。
317109978_cb557802e1.jpg#zhm#0 一个棕色白色相间的斗牛犬，戴着黑色的项圈，正要跨过一个树杈。
317109978_cb557802e1.jpg#zhm#1 一只棕色的狗在林区里爬过一个掉落的树枝。
317109978_cb557802e1.jpg#zhm#2 一只棕色的狗跃过一个掉落的树枝。
317109978_cb557802e1.jpg#zhm#3 一只棕色的狗在林区跳过一个树枝。
317109978_cb557802e1.jpg#zhm#4 胸前有白色斑点，带着黑色项圈的棕色的狗越过地上的一个树干。
317383917_d8bfa350b6.jpg#zhm#0 一群狗站在雪地里。
317383917_d8bfa350b6.jpg#zhm#1 四只狗站在雪里。
317383917_d8bfa350b6.jpg#zhm#2 三只黑色的狗和一只白色的狗正站在雪地里。
317383917_d8bfa350b6.jpg#zhm#3 两只黑色的狗，一只黑色的小狗，一只白色的狗在雪地里。
317383917_d8bfa350b6.jpg#zhm#4 两只大黑狗，一只小黑狗，和一只大被狗正站在雪里。
317488612_70ac35493b.jpg#zhm#0 一只狗在深雪中玩耍。
317488612_70ac35493b.jpg#zhm#1 一只狗在深深的积雪中奔跑。
317488612_70ac35493b.jpg#zhm#2 一只狗跑着穿过深雪地。
317488612_70ac35493b.jpg#zhm#3 一只白色的狗正跑过雪地。
317488612_70ac35493b.jpg#zhm#4 在雪里奔跑的白狗。
3179336562_c3d0c0a3bd.jpg#zhm#0 一个自行车手在斜坡上表演特技。
3179336562_c3d0c0a3bd.jpg#zhm#1 一个骑自行车的人在覆盖了涂鸦的斜坡上表演了一个跳跃的动作。
3179336562_c3d0c0a3bd.jpg#zhm#2 一个大型的涂鸦滑板斜坡，背景中有几个人。
3179336562_c3d0c0a3bd.jpg#zhm#3 坡道上空的人。
3179336562_c3d0c0a3bd.jpg#zhm#4 那个男孩正用一个滑板从斜坡上落下表演一个特技。
3181701312_70a379ab6e.jpg#zhm#0 一个无家可归的人住在街上。
3181701312_70a379ab6e.jpg#zhm#1 一个盖着毛毯的男人在人行道上睡着了。
3181701312_70a379ab6e.jpg#zhm#2 一个男人盖着一张毯子睡在一条城市的街道上。
3181701312_70a379ab6e.jpg#zhm#3 一个男人在一个繁忙的城市的人行道上打盹。
3181701312_70a379ab6e.jpg#zhm#4 那个男人在街上睡在一块毯子下，周围人群来来往往。
3182121297_38c99b2769.jpg#zhm#0 一个戴着护目镜的男人在半管状雪道上滑雪。
3182121297_38c99b2769.jpg#zhm#1 一个踏着黄色的滑雪板的人在雪里做着一些特技。
3182121297_38c99b2769.jpg#zhm#2 在滑雪斜坡上滑雪的人。
3182121297_38c99b2769.jpg#zhm#3 穿蓝裤子的滑雪者在表演一个技巧。
3182121297_38c99b2769.jpg#zhm#4 那个滑雪者穿着黑色上衣蓝色裤子带着一个有护目镜的头盔。
3185371756_ff4e9fa8a6.jpg#zhm#0 穿紫色运动衫的女孩向后弯腰。
3185371756_ff4e9fa8a6.jpg#zhm#1 一个女孩扶着帽子向后弯腰。
3185371756_ff4e9fa8a6.jpg#zhm#2 一个向后弯腰的人。
3185371756_ff4e9fa8a6.jpg#zhm#3 一个穿着蓝色运动衫的人下着腰。
3185371756_ff4e9fa8a6.jpg#zhm#4 穿着蓝色衣服的女人在街上向后弯腰。
3185409663_95f6b958d8.jpg#zhm#0 一个小男孩跑离正在涌上来的海浪。
3185409663_95f6b958d8.jpg#zhm#1 一个小女孩跑过湿海滩。
3185409663_95f6b958d8.jpg#zhm#2 一个小女孩在靠近大海的湿沙地上奔跑。
3185409663_95f6b958d8.jpg#zhm#3 一个年轻的女孩跑着穿过一个潮湿的海滩，海洋作为背景。
3185409663_95f6b958d8.jpg#zhm#4 沙滩上奔跑的孩子。
3186073578_6e115f45f5.jpg#zhm#0 男人展示一张照片。
3186073578_6e115f45f5.jpg#zhm#1 一个男人拿着一张有着两个痛苦的人的照片。
3186073578_6e115f45f5.jpg#zhm#2 一个男人拿着一张小海报，海报上面有两个人。
3186073578_6e115f45f5.jpg#zhm#3 一个站在摩托车前的男人举着一张照片。
3186073578_6e115f45f5.jpg#zhm#4 一个男人正走在街上，举着一张图片。
3186412658_2ab2ebd397.jpg#zhm#0 一群女人举起对方去接球。
3186412658_2ab2ebd397.jpg#zhm#1 女子运动队使用了一些特技，包括把成员举起来扔球。
3186412658_2ab2ebd397.jpg#zhm#2 队员们被举得很高去接一个飞球。
3186412658_2ab2ebd397.jpg#zhm#3 三个年轻女人跳到空中去接球。
3186412658_2ab2ebd397.jpg#zhm#4 被其他女人抬起来的女人打排球。
3187395715_f2940c2b72.jpg#zhm#0 滑板上的男孩正从白墙旁的蓝色长凳上跳下。
3187395715_f2940c2b72.jpg#zhm#1 一个男孩在市区里玩滑板。
3187395715_f2940c2b72.jpg#zhm#2 一个滑板运动员和他的滑板在半空中。
3187395715_f2940c2b72.jpg#zhm#3 一个少年滑滑板滑上一个长椅。
3187395715_f2940c2b72.jpg#zhm#4 男孩正在围栏旁边的长椅上滑滑板。
3187492926_8aa85f80c6.jpg#zhm#0 一个人潜入干净的蓝色湖水中。
3187492926_8aa85f80c6.jpg#zhm#1 一个穿着黑色泳裤的男人跳进水里。
3187492926_8aa85f80c6.jpg#zhm#2 一个穿着黑色短裤的人在一个岩石池里潜水。
3187492926_8aa85f80c6.jpg#zhm#3 一个穿着黑色游泳裤的男人潜入水中。
3187492926_8aa85f80c6.jpg#zhm#4 一个人正潜入清澈湛蓝的水中。
3191135894_2b4bdabb6d.jpg#zhm#0 户外活动的人群。
3191135894_2b4bdabb6d.jpg#zhm#1 一群人正在草地上聚集着。
3191135894_2b4bdabb6d.jpg#zhm#2 在森林边上的一个小型艺术节。
3191135894_2b4bdabb6d.jpg#zhm#3 孩子们在一个户外拥挤的节日庆典中玩耍。
3191135894_2b4bdabb6d.jpg#zhm#4 人们在丰富多彩的博览会里交流。
3192069971_83c5a90b4c.jpg#zhm#0 戴头盔的男孩在骑车，双脚在车把上。
3192069971_83c5a90b4c.jpg#zhm#1 一个戴着蓝色头盔的男孩子在他的自行车上玩。
3192069971_83c5a90b4c.jpg#zhm#2 一个带着蓝色头盔的小男孩骑着他的自行车，并且把他的脚放在车把上。
3192069971_83c5a90b4c.jpg#zhm#3 戴着蓝色头盔的男孩骑着自行车，脚放在把手上。
3192069971_83c5a90b4c.jpg#zhm#4 带着头盔的男孩把他的脚放在他自行车的车把上来放松他的脚。
3192266178_f9bf5d3dba.jpg#zhm#0 一只狗跳在了一个穿着搜救衣的人身上。
3192266178_f9bf5d3dba.jpg#zhm#1 一只大黑狗在一个穿制服的男人身上练习攻击罪犯。
3192266178_f9bf5d3dba.jpg#zhm#2 一只穿着制服的男人正在和一只黑色的狗玩耍。
3192266178_f9bf5d3dba.jpg#zhm#3 一个戴着黑色帽子的男人在一个像公园的地方，一只狗跳向他。
3192266178_f9bf5d3dba.jpg#zhm#4 在草地上穿着蓝色带护垫衣服的男人正在训练一直大黑狗搜救和救助。
3197917064_e679a44b8e.jpg#zhm#0 一只狗穿过雪地嘴中叼着一块木头。
3197917064_e679a44b8e.jpg#zhm#1 一只狗嘴里叼着东西穿过雪地。
3197917064_e679a44b8e.jpg#zhm#2 一只白色的狗嘴里叼着一个物体在雪地上奔跑。
3197917064_e679a44b8e.jpg#zhm#3 一只白色的狗嘴里叼着一个木头跑过白雪覆盖的田野或草地。
3197917064_e679a44b8e.jpg#zhm#4 一个有紫色项圈的白狗在雪地里玩。
3197981073_3156963446.jpg#zhm#0 一个女人对着话筒弹奏吉他。
3197981073_3156963446.jpg#zhm#1 一个女人正在台上唱歌，弹奏原声吉他。
3197981073_3156963446.jpg#zhm#2 一个边弹吉他边用麦克风唱歌的女人。
3197981073_3156963446.jpg#zhm#3 一个年轻的棕色头发的女人谈着吉他，对着麦克风唱歌。
3197981073_3156963446.jpg#zhm#4 一个年轻的女人在舞台上弹吉他唱歌。
3200120942_59cfbb3437.jpg#zhm#0 一个滑雪者跳跃在缆车附近的空中。
3200120942_59cfbb3437.jpg#zhm#1 一个踩着滑雪板的人在空中跳起，另一个人在背后乘坐滑雪缆车。
3200120942_59cfbb3437.jpg#zhm#2 一个人正坐在滑雪缆车上的时候另一个滑雪运动员从空中飞过。
3200120942_59cfbb3437.jpg#zhm#3 人们在滑雪升降机上。
3200120942_59cfbb3437.jpg#zhm#4 滑雪者们坐在一辆缆车上。
3201427741_3033f5b625.jpg#zhm#0 一位母亲抱着孩子。
3201427741_3033f5b625.jpg#zhm#1 一个成年人正在爱抚一个望向远处的孩子。
3201427741_3033f5b625.jpg#zhm#2 一个戴着头巾的女人正抱着一个穿着蓝色衣服的小男孩。
3201427741_3033f5b625.jpg#zhm#3 一个戴着围巾的女人看着一旁的照相机，怀中抱着一个小孩。
3201427741_3033f5b625.jpg#zhm#4 一个女人带着头巾抱着一个婴儿。
3203453897_6317aac6ff.jpg#zhm#0 一个男人和一个孩子在看广告。
3203453897_6317aac6ff.jpg#zhm#1 一个男人和一个小孩在告示板的前面。
3203453897_6317aac6ff.jpg#zhm#2 一个穿着黑色外套和帽子的男人和一个穿着红色冬装背着维尼书包的孩子阅读一个麦当劳附近的广告。
3203453897_6317aac6ff.jpg#zhm#3 一个人站在街角和一个看着标志的小孩子。
3203453897_6317aac6ff.jpg#zhm#4 有一个男人带着一个穿着红色外套正在看广告的小孩。
3203908917_53e53c03d1.jpg#zhm#0 一个戴着面具的人在帮忙烧一面旗。
3203908917_53e53c03d1.jpg#zhm#1 一个蒙着面的男人在人群前燃烧一面以色列国旗。
3203908917_53e53c03d1.jpg#zhm#2 一个男人燃烧一个以色列国旗。
3203908917_53e53c03d1.jpg#zhm#3 一些中东人点燃了一面以色列国旗。
3203908917_53e53c03d1.jpg#zhm#4 男人穿着一件红色汗衫带着红色法兰绒手绢的，正看着一面国旗燃烧。
3207358897_bfa61fa3c6.jpg#zhm#0 一个亚洲女孩在广场上用两面红旗表演舞蹈。
3207358897_bfa61fa3c6.jpg#zhm#1 一个人挥舞着长长的红旗。
3207358897_bfa61fa3c6.jpg#zhm#2 一个女人在一个空旷的广场上玩红色的长丝带。
3207358897_bfa61fa3c6.jpg#zhm#3 一名女士挥舞着两条长的红色的彩带。
3207358897_bfa61fa3c6.jpg#zhm#4 在一个中国式的院子里两个人正在使用长丝带。
3208074567_ac44aeb3f3.jpg#zhm#0 一个穿着红色衬衫的男孩被水泼了。
3208074567_ac44aeb3f3.jpg#zhm#1 一个被泼着水的小孩。
3208074567_ac44aeb3f3.jpg#zhm#2 一个小男孩的头部被水花泼到。
3208074567_ac44aeb3f3.jpg#zhm#3 穿着红色小熊维尼衬衫的孩子被浇湿了。
3208074567_ac44aeb3f3.jpg#zhm#4 穿着红色衣服的小男孩被水淋透了。
3211556865_d1d9becf69.jpg#zhm#0 一个人双臂伸展站在一座山上。
3211556865_d1d9becf69.jpg#zhm#1 一个人在山顶上双手举起过头。
3211556865_d1d9becf69.jpg#zhm#2 一个人站在一座山的山顶上举起他的手臂。
3211556865_d1d9becf69.jpg#zhm#3 一个在山顶的人举起他的双手。
3211556865_d1d9becf69.jpg#zhm#4 拿个男人站在河流上方的岩石上，双手举在空中。
3213992947_3f3f967a9f.jpg#zhm#0 一个穿着红色外套的女孩，周围都是人。
3213992947_3f3f967a9f.jpg#zhm#1 一个穿着宽大的红色夹克衫的女子在溜冰场摆姿势拍照。
3213992947_3f3f967a9f.jpg#zhm#2 一个穿着红色外套的女人微笑着，而她身后的人们都穿着冬天的衣服四处走动。
3213992947_3f3f967a9f.jpg#zhm#3 一个穿着红色外套的女人对着照相机微笑着。
3213992947_3f3f967a9f.jpg#zhm#4 穿着红色外套的女人正对着镜头微笑。
3214237686_6566b8b52f.jpg#zhm#0 一个孤独的滑雪者在空中做特技跳跃。
3214237686_6566b8b52f.jpg#zhm#1 一个穿着黑衣服的人正在用滑雪板跳跃。
3214237686_6566b8b52f.jpg#zhm#2 一个骑着滑雪板的人在雪山上腾空跃起。
3214237686_6566b8b52f.jpg#zhm#3 一个踩着黄黑条纹滑雪板的人从雪山跳下。
3214237686_6566b8b52f.jpg#zhm#4 一个滑雪者从一个雪跳台上跳下来。
3214573346_d3a57f0328.jpg#zhm#0 一只小狗跳过一个棕色的枕头。
3214573346_d3a57f0328.jpg#zhm#1 一只黑白相间的小狗跳过了一个棕色的大沙发。
3214573346_d3a57f0328.jpg#zhm#2 一只脸上和身上有棕色斑纹的小白狗正在跳过一个垫子。
3214573346_d3a57f0328.jpg#zhm#3 一个带黑色斑点的白狗跳在空中。
3214573346_d3a57f0328.jpg#zhm#4 从一些正头上跳过的白狗。
3214885227_2be09e7cfb.jpg#zhm#0 一个人在靠近岸边的河水中划船。
3214885227_2be09e7cfb.jpg#zhm#1 一个人沿着河岸划着一条皮艇。
3214885227_2be09e7cfb.jpg#zhm#2 一个人在绿色树林旁的湖泊里划着一只独木舟。
3214885227_2be09e7cfb.jpg#zhm#3 一个人正在被侵蚀的堤坝附近的河中划船。
3214885227_2be09e7cfb.jpg#zhm#4 在一片湖上一个人划着一艘小船。
3216926094_bc975e84b9.jpg#zhm#0 一只棕黑相间的狗取回一个蓝色的玩具。
3216926094_bc975e84b9.jpg#zhm#1 一只狗咬着蓝色的东西跑着。
3216926094_bc975e84b9.jpg#zhm#2 一只狗叼着一个蓝色的玩具奔跑。
3216926094_bc975e84b9.jpg#zhm#3 一只狗嘴里叼着一个蓝色的球跑向照相机。
3216926094_bc975e84b9.jpg#zhm#4 一只年幼的德国牧羊犬嘴里叼着一个玩具在跑。
3217187564_0ffd89dec1.jpg#zhm#0 一群狗赛跑。
3217187564_0ffd89dec1.jpg#zhm#1 第八号赛犬正在比赛中稍微领先四号赛犬。
3217187564_0ffd89dec1.jpg#zhm#2 几只戴着口罩的狗在跑道上赛跑。
3217187564_0ffd89dec1.jpg#zhm#3 有三个穿着标有号码的狗在赛跑。
3217187564_0ffd89dec1.jpg#zhm#4 三只竞赛狗跑着去完成一场比赛。
3217266166_4e0091860b.jpg#zhm#0 孩子们画着大圈玩。
3217266166_4e0091860b.jpg#zhm#1 小孩子在晚上玩焰火。
3217266166_4e0091860b.jpg#zhm#2 两个小孩正在转动发出火星的绳子。
3217266166_4e0091860b.jpg#zhm#3 两个小男孩玩着烟花。
3217266166_4e0091860b.jpg#zhm#4 两个年轻的孩子和一个年纪大一点的男人在玩烟火。
3217620013_8b17873273.jpg#zhm#0 一个穿着红色球服的篮球运动员拿着球，而一个穿着白色球服的球员正试图阻止他。
3217620013_8b17873273.jpg#zhm#1 一个拿着球的篮球运动员和后卫。
3217620013_8b17873273.jpg#zhm#2 一个穿着红色球衣的男人正在和一个穿着白色球衣阻挡他投篮的男人玩篮球。
3217620013_8b17873273.jpg#zhm#3 双方队伍打着篮球。
3217620013_8b17873273.jpg#zhm#4 两只正在球场进行比赛的篮球队。
3217910740_d1d61c08ab.jpg#zhm#0 一个老师正在课堂上教孩子们如何使用电脑。
3217910740_d1d61c08ab.jpg#zhm#1 一个女人在帮助男孩子们用电脑。
3217910740_d1d61c08ab.jpg#zhm#2 老师在指导坐在电脑前的孩子们。
3217910740_d1d61c08ab.jpg#zhm#3 孩子们在老师的帮助下在电脑上工作。
3217910740_d1d61c08ab.jpg#zhm#4 两个男孩正从一位老师处得到电脑上的帮助。
3218480482_66af7587c8.jpg#zhm#0 一个篮球运动员运球，另一个在阻拦他，一个裁判在观看。
